TE_00010016#Unknown	NO	TE_00010016#LTR/Gypsy	TE_00010016#Unknown	2	TE_00010016#Unknown
TE_00007625#Unknown	NO	TE_00007625#DNA/hAT_nMITE	TE_00007625#LINE/L1	0	TE_00007625#Unknown
TE_00001858#Unknown	NO	TE_00001858#DNA/hAT_MITE	TE_00001858#Unknown	2	TE_00001858#Unknown
TE_00004525#Unknown	NO	TE_00004525#DNA/CACTA_nMITE	TE_00004525#LINE/L1-Tx1	0	TE_00004525#Unknown
TE_00009237#LINE	YES	TE_00009237#LTR/Gypsy	TE_00009237#LINE/L1	2	TE_00009237#LINE
TE_00010390#Unknown	NO	TE_00010390#DNA/Mutator_nMITE	TE_00010390#Unknown	2	TE_00010390#Unknown
TE_00003317#Unknown	NO	TE_00003317#DNA/TcMar_nMITE	TE_00003317#LINE/L1	0	TE_00003317#Unknown
TE_00006504#Unknown	NO	TE_00006504#DNA/TcMar_nMITE	TE_00006504#Unknown	2	TE_00006504#Unknown
TE_00003233#Unknown	NO	TE_00003233#DNA/hAT_nMITE	TE_00003233#LTR/Gypsy	0	TE_00003233#Unknown
TE_00003316#LTR/Gypsy/Athila	YES	TE_00003316#LTR	TE_00003316#LTR/Gypsy	3	TE_00003316#LTR/Gypsy/Athila
TE_00007470#LINE	YES	TE_00007470#LTR/Copia	TE_00007470#LINE/L1	2	TE_00007470#LINE
TE_00010046#Unknown	NO	TE_00010046#DNA/hAT_MITE	TE_00010046#DNA/PIF-Harbinger	2	TE_00010046#DNA/PIF-Harbinger
TE_00007211#Unknown	NO	TE_00007211#DNA/hAT_MITE	TE_00007211#Unknown	2	TE_00007211#Unknown
TE_00009967#LINE	YES	TE_00009967#LTR/Gypsy	TE_00009967#LINE/L1	2	TE_00009967#LINE
TE_00010072#TIR/MuDR_Mutator	YES	TE_00010072#DNA/hAT_MITE	TE_00010072#DNA/MULE-MuDR	2	TE_00010072#DNA/MULE-MuDR
TE_00004761#Unknown	NO	TE_00004761#DNA/hAT_MITE	TE_00004761#Unknown	2	TE_00004761#Unknown
TE_00010305#Unknown	NO	TE_00010305#DNA/hAT_MITE	TE_00010305#DNA/CMC-EnSpm	2	TE_00010305#DNA/CMC-EnSpm
TE_00010231#Unknown	NO	TE_00010231#DNA/hAT_MITE	TE_00010231#LINE/L1	0	TE_00010231#Unknown
TE_00009725#Unknown	NO	TE_00009725#DNA/hAT_MITE	TE_00009725#Unknown	2	TE_00009725#Unknown
TE_00002182#Unknown	NO	TE_00002182#DNA/hAT_MITE	TE_00002182#Unknown	2	TE_00002182#Unknown
TE_00004190#Unknown	NO	TE_00004190#DNA/hAT_MITE	TE_00004190#Unknown	2	TE_00004190#Unknown
TE_00010357#Unknown	NO	TE_00010357#DNA/hAT_MITE	TE_00010357#Unknown	2	TE_00010357#Unknown
TE_00002543#mixture	YES	TE_00002543#LTR/Copia	TE_00002543#Unknown	1	TE_00002543#mixture
TE_00000505#Unknown	NO	TE_00000505#DNA/hAT_MITE	TE_00000505#Unknown	2	TE_00000505#Unknown
TE_00007597#LTR/Gypsy/Tekay	YES	TE_00007597#LTR	TE_00007597#LTR/Gypsy	3	TE_00007597#LTR/Gypsy/Tekay
TE_00004744#Unknown	NO	TE_00004744#LTR	TE_00004744#LTR/Copia	2	TE_00004744#LTR/Copia
TE_00002447#Unknown	NO	TE_00002447#DNA/hAT_MITE	TE_00002447#Unknown	2	TE_00002447#Unknown
TE_00003003#Unknown	NO	TE_00003003#DNA/hAT_MITE	TE_00003003#Unknown	2	TE_00003003#Unknown
TE_00007848#Unknown	NO	TE_00007848#DNA/hAT_MITE	TE_00007848#LINE/L1	0	TE_00007848#Unknown
TE_00003172#Unknown	NO	TE_00003172#DNA/hAT_MITE	TE_00003172#Unknown	2	TE_00003172#Unknown
TE_00010163#LTR/Gypsy/mixture	YES	TE_00010163#DNA/hAT_MITE	TE_00010163#Unknown	1	TE_00010163#LTR/Gypsy/mixture
TE_00009900#Unknown	NO	TE_00009900#DNA/hAT_MITE	TE_00009900#Unknown	2	TE_00009900#Unknown
TE_00008351#LTR/Copia/Ale	YES	TE_00008351#ClassI	TE_00008351#LTR/Copia	2	TE_00008351#LTR/Copia/Ale
TE_00008126#Unknown	NO	TE_00008126#DNA/hAT_MITE	TE_00008126#Unknown	2	TE_00008126#Unknown
TE_00003090#Unknown	NO	TE_00003090#unknown	TE_00003090#rRNA	0	TE_00003090#Unknown
TE_00005558#Unknown	NO	TE_00005558#DNA/hAT_MITE	TE_00005558#Unknown	2	TE_00005558#Unknown
TE_00007362#LTR/Copia/TAR	YES	TE_00007362#ClassI	TE_00007362#LTR/Copia	2	TE_00007362#LTR/Copia/TAR
TE_00007891#Unknown	NO	TE_00007891#DNA/hAT_MITE	TE_00007891#Unknown	2	TE_00007891#Unknown
TE_00007784#Unknown	NO	TE_00007784#ClassI	TE_00007784#Unknown	2	TE_00007784#Unknown
TE_00003262#mixture	YES	TE_00003262#ClassI	TE_00003262#LINE/L1	1	TE_00003262#mixture
TE_00003122#Unknown	NO	TE_00003122#DNA/hAT_MITE	TE_00003122#SINE/tRNA	0	TE_00003122#Unknown
TE_00002674#Unknown	NO	TE_00002674#DNA/hAT_MITE	TE_00002674#DNA/CMC-EnSpm	2	TE_00002674#DNA/CMC-EnSpm
TE_00009758#LTR/Gypsy/Ogre	YES	TE_00009758#unknown	TE_00009758#LTR/Gypsy	2	TE_00009758#LTR/Gypsy/Ogre
TE_00009892#Unknown	NO	TE_00009892#DNA/hAT_MITE	TE_00009892#Unknown	2	TE_00009892#Unknown
TE_00009636#Unknown	NO	TE_00009636#DNA/hAT_MITE	TE_00009636#DNA/hAT-hATx	2	TE_00009636#DNA/hAT-hATx
TE_00009979#Unknown	NO	TE_00009979#DNA/hAT_MITE	TE_00009979#Unknown	2	TE_00009979#Unknown
TE_00003228#Unknown	NO	TE_00003228#unknown	TE_00003228#Unknown	2	TE_00003228#Unknown
TE_00007018#Unknown	NO	TE_00007018#DNA/hAT_nMITE	TE_00007018#Unknown	2	TE_00007018#Unknown
TE_00003091#LTR/Copia/SIRE	YES	TE_00003091#ClassI	TE_00003091#LTR/Copia	2	TE_00003091#LTR/Copia/SIRE
TE_00007557#LTR/Copia/Ivana	YES	TE_00007557#ClassI	TE_00007557#LTR/Copia	2	TE_00007557#LTR/Copia/Ivana
TE_00008079#Unknown	NO	TE_00008079#ClassI	TE_00008079#LTR/Pao	0	TE_00008079#Unknown
TE_00004225#Unknown	NO	TE_00004225#DNA/hAT_MITE	TE_00004225#Unknown	2	TE_00004225#Unknown
TE_00007768#Unknown	NO	TE_00007768#DNA/CACTA_nMITE	TE_00007768#RC/Helitron	0	TE_00007768#Unknown
TE_00003334#LTR/Copia/Lyco	YES	TE_00003334#DNA/Mutator_nMITE	TE_00003334#LTR/Copia	2	TE_00003334#LTR/Copia/Lyco
TE_00004399#Unknown	NO	TE_00004399#DNA/TcMar_nMITE	TE_00004399#Unknown	2	TE_00004399#Unknown
TE_00009143#Unknown	NO	TE_00009143#DNA/TcMar_nMITE	TE_00009143#Unknown	2	TE_00009143#Unknown
TE_00001817#Unknown	NO	TE_00001817#DNA/hAT_nMITE	TE_00001817#DNA/MULE-MuDR	2	TE_00001817#DNA/MULE-MuDR
TE_00004701#Unknown	NO	TE_00004701#DNA/hAT_MITE	TE_00004701#Unknown	2	TE_00004701#Unknown
TE_00002807#LTR/Gypsy/Athila	YES	TE_00002807#DNA/hAT_MITE	TE_00002807#LTR/Gypsy	2	TE_00002807#LTR/Gypsy/Athila
TE_00007619#Unknown	NO	TE_00007619#DNA/hAT_MITE	TE_00007619#LINE/L1	0	TE_00007619#Unknown
TE_00010399#Unknown	NO	TE_00010399#unknown	TE_00010399#Unknown	2	TE_00010399#Unknown
TE_00003818#Unknown	NO	TE_00003818#DNA/hAT_MITE	TE_00003818#Unknown	2	TE_00003818#Unknown
TE_00001774#Unknown	NO	TE_00001774#DNA/hAT_MITE	TE_00001774#Unknown	2	TE_00001774#Unknown
TE_00010096#LTR/Gypsy/Reina	YES	TE_00010096#ClassI	TE_00010096#LTR/Gypsy	2	TE_00010096#LTR/Gypsy/Reina
TE_00007865#TIR/EnSpm_CACTA	YES	TE_00007865#DNA/hAT_MITE	TE_00007865#DNA/CMC-EnSpm	2	TE_00007865#DNA/CMC-EnSpm
TE_00006199#Unknown	NO	TE_00006199#DNA/hAT_MITE	TE_00006199#Unknown	2	TE_00006199#Unknown
TE_00010002#LTR/Gypsy/Tekay	YES	TE_00010002#ClassI	TE_00010002#LTR/Gypsy	2	TE_00010002#LTR/Gypsy/Tekay
TE_00003313#LTR/Copia/SIRE	YES	TE_00003313#ClassI	TE_00003313#LTR/Copia	2	TE_00003313#LTR/Copia/SIRE
TE_00009840#Unknown	NO	TE_00009840#unknown	TE_00009840#LTR/ERV1	0	TE_00009840#Unknown
TE_00010313#Unknown	NO	TE_00010313#DNA/hAT_MITE	TE_00010313#Unknown	2	TE_00010313#Unknown
TE_00002749#LTR/Copia/SIRE	YES	TE_00002749#ClassI	TE_00002749#LTR/Copia	2	TE_00002749#LTR/Copia/SIRE
TE_00003276#Unknown	NO	TE_00003276#DNA/hAT_MITE	TE_00003276#Unknown	2	TE_00003276#Unknown
TE_00005861#Unknown	NO	TE_00005861#DNA/hAT_MITE	TE_00005861#Unknown	2	TE_00005861#Unknown
TE_00006494#Unknown	NO	TE_00006494#unknown	TE_00006494#Unknown	2	TE_00006494#Unknown
TE_00010029#LINE	YES	TE_00010029#ClassI	TE_00010029#Unknown	1	TE_00010029#LINE
TE_00009556#Unknown	NO	TE_00009556#unknown	TE_00009556#Unknown	2	TE_00009556#Unknown
TE_00007444#LTR/Copia/SIRE	YES	TE_00007444#unknown	TE_00007444#LTR/Copia	2	TE_00007444#LTR/Copia/SIRE
TE_00010128#Unknown	NO	TE_00010128#unknown	TE_00010128#Unknown	2	TE_00010128#Unknown
TE_00009996#LTR/Copia/SIRE	YES	TE_00009996#ClassI	TE_00009996#LTR/Copia	2	TE_00009996#LTR/Copia/SIRE
TE_00007885#Unknown	NO	TE_00007885#ClassI	TE_00007885#Unknown	2	TE_00007885#Unknown
TE_00000526#Unknown	NO	TE_00000526#DNA/hAT_MITE	TE_00000526#Unknown	2	TE_00000526#Unknown
TE_00008266#Unknown	NO	TE_00008266#DNA/hAT_MITE	TE_00008266#Unknown	2	TE_00008266#Unknown
TE_00000040#Unknown	NO	TE_00000040#ClassI	TE_00000040#Unknown	2	TE_00000040#Unknown
TE_00004323#Unknown	NO	TE_00004323#DNA/hAT_MITE	TE_00004323#Unknown	2	TE_00004323#Unknown
TE_00009943#Unknown	NO	TE_00009943#DNA/hAT_MITE	TE_00009943#LINE/L1	0	TE_00009943#Unknown
TE_00007643#Unknown	NO	TE_00007643#DNA/hAT_MITE	TE_00007643#Unknown	2	TE_00007643#Unknown
TE_00006493#TIR/PIF_Harbinger	YES	TE_00006493#DNA/hAT_MITE	TE_00006493#DNA/PIF-Harbinger	2	TE_00006493#DNA/PIF-Harbinger
TE_00000371#Unknown	NO	TE_00000371#DNA/hAT_MITE	TE_00000371#Unknown	2	TE_00000371#Unknown
TE_00003230#Unknown	NO	TE_00003230#DNA/hAT_MITE	TE_00003230#Unknown	2	TE_00003230#Unknown
TE_00005384#Unknown	NO	TE_00005384#DNA/hAT_MITE	TE_00005384#Unknown	2	TE_00005384#Unknown
TE_00006043#Unknown	NO	TE_00006043#DNA/hAT_MITE	TE_00006043#Unknown	2	TE_00006043#Unknown
TE_00000787#Unknown	NO	TE_00000787#DNA/hAT_MITE	TE_00000787#Unknown	2	TE_00000787#Unknown
TE_00010216#Unknown	NO	TE_00010216#ClassI	TE_00010216#Unknown	2	TE_00010216#Unknown
TE_00000544#Unknown	NO	TE_00000544#DNA/hAT_MITE	TE_00000544#Unknown	2	TE_00000544#Unknown
TE_00004729#LTR/Copia/Ale	YES	TE_00004729#ClassI	TE_00004729#Unknown	1	TE_00004729#LTR/Copia/Ale
TE_00005119#Unknown	NO	TE_00005119#DNA/hAT_MITE	TE_00005119#Unknown	2	TE_00005119#Unknown
TE_00008491#Unknown	NO	TE_00008491#ClassI	TE_00008491#Unknown	2	TE_00008491#Unknown
TE_00003000#LINE	YES	TE_00003000#unknown	TE_00003000#LINE/L1	2	TE_00003000#LINE
TE_00010353#LINE	YES	TE_00010353#ClassI	TE_00010353#LINE/L1	2	TE_00010353#LINE
TE_00007106#LTR/Copia/Bianca	YES	TE_00007106#ClassI	TE_00007106#LTR/Copia	2	TE_00007106#LTR/Copia/Bianca
TE_00001134#Unknown	NO	TE_00001134#ClassI	TE_00001134#Unknown	2	TE_00001134#Unknown
TE_00001433#Unknown	NO	TE_00001433#ClassI	TE_00001433#Unknown	2	TE_00001433#Unknown
TE_00005090#Unknown	NO	TE_00005090#ClassI	TE_00005090#Unknown	2	TE_00005090#Unknown
TE_00007170#Unknown	NO	TE_00007170#ClassI	TE_00007170#SINE/tRNA-Core	0	TE_00007170#Unknown
TE_00006047#Unknown	NO	TE_00006047#DNA/hAT_MITE	TE_00006047#DNA/hAT	2	TE_00006047#DNA/hAT
TE_00003319#Unknown	NO	TE_00003319#LTR	TE_00003319#Unknown	2	TE_00003319#Unknown
TE_00004541#Unknown	NO	TE_00004541#LTR	TE_00004541#Unknown	2	TE_00004541#Unknown
TE_00007483#Unknown	NO	TE_00007483#LTR	TE_00007483#Unknown	2	TE_00007483#Unknown
TE_00007568#Unknown	NO	TE_00007568#LTR	TE_00007568#Unknown	2	TE_00007568#Unknown
TE_00010098#LTR/Gypsy/Reina	YES	TE_00010098#LTR	TE_00010098#LTR/Gypsy	3	TE_00010098#LTR/Gypsy/Reina
TE_00010271#Unknown	NO	TE_00010271#LTR	TE_00010271#Unknown	2	TE_00010271#Unknown
TE_00010425#LINE	YES	TE_00010425#LTR	TE_00010425#LINE/RTE-BovB	2	TE_00010425#LINE
TE_00009152#Unknown	NO	TE_00009152#DNA/hAT_MITE	TE_00009152#Unknown	2	TE_00009152#Unknown
TE_00007697#Unknown	NO	TE_00007697#DNA/hAT_nMITE	TE_00007697#Unknown	2	TE_00007697#Unknown
TE_00005446#Unknown	NO	TE_00005446#LTR	TE_00005446#Unknown	2	TE_00005446#Unknown
TE_00010004#LTR/Gypsy/Ogre	YES	TE_00010004#LTR	TE_00010004#LTR/Gypsy	3	TE_00010004#LTR/Gypsy/Ogre
TE_00008736#Unknown	NO	TE_00008736#DNA/hAT_MITE	TE_00008736#Unknown	2	TE_00008736#Unknown
TE_00007198#Unknown	NO	TE_00007198#DNA/CACTA_nMITE	TE_00007198#Unknown	2	TE_00007198#Unknown
TE_00009099#LINE	YES	TE_00009099#LTR	TE_00009099#LINE/L1	2	TE_00009099#LINE
TE_00001863#Unknown	NO	TE_00001863#DNA/Mutator_nMITE	TE_00001863#Unknown	2	TE_00001863#Unknown
TE_00006454#Unknown	NO	TE_00006454#DNA/TcMar_nMITE	TE_00006454#Unknown	2	TE_00006454#Unknown
TE_00010057#Unknown	NO	TE_00010057#DNA/TcMar_nMITE	TE_00010057#Unknown	2	TE_00010057#Unknown
TE_00005621#Unknown	NO	TE_00005621#DNA/hAT_nMITE	TE_00005621#Unknown	2	TE_00005621#Unknown
TE_00002884#Unknown	NO	TE_00002884#DNA/hAT_MITE	TE_00002884#Unknown	2	TE_00002884#Unknown
